,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,B2,B4,B8,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9,flux_0,flux_1,flux_2,flux_3,flux_4,flux_5,flux_6,flux_7,flux_8,flux_9,flux_10,flux_11,flux_12,flux_13,flux_14,flux_15,flux_16,flux_17,flux_18,flux_19
0,1.2975615465863637,0.7350914591953454,0.6004586063166161,1.0685176567207044,0.6728194467527214,1.0304812086438364,1.4500688236815091,1.2124251312314582,1.1261459461075902,1.1366711119006165,0.5239942261098061,0.6672697106069012,0.8398900908956178,0.7140129620003844,1.279202837824025,0.6527616422200262,0.5732088354987425,0.7837536377518517,1.4414837290617015,0.7727345239227483,0.0,9.100711943251136e-07,0.0,0.22847717771906687,0.6558027377143455,0.03221055749189827,0.7114601998784809,0.06346421210869321,0.09463505148365928,0.22264393765296875,0.28674091580881517,0.01464788369112344,0.03710264551164294,0.07709486726585325,-0.0016364387592945112,0.04265650617705724,-0.014738958182870594,0.006607165956399485,0.03284949535307647,0.0003441200481248786,-0.0022255876347806558,0.00017792092783475597,-0.0002714992499876527,0.12148722717477747,0.03014850325621691,0.015518717673758613,-0.013763011002767903,0.009645139583507696,-0.017692063136591104,0.010129346913954923,0.03082934701439325,0.0071914487150925195,0.005010380516022721
1,0.6121409803190994,0.9897739146930886,1.4230220109597838,1.3706927571384238,0.6321114825450205,1.1495859115073244,0.5468052781829614,1.4380771366861178,0.9565446200074353,0.6837420804574498,1.2425305690481308,0.7129415692838754,1.3139321503693724,1.1017366497269108,1.00557655166769,1.3915697369703353,1.45249561243807,1.237160161640677,0.5427335572251333,0.9170684673433681,0.0,9.6188638613436e-07,0.0,0.372255585746699,0.28435079990649464,0.08143695218403425,0.3288933906821476,0.09796591515359154,0.8948699101951245,0.3181698303930554,0.02605798254094875,0.010080930817150995,0.05788539254346085,0.1443805310472255,-0.0012076544856647253,0.02723905936257082,-0.013559712849881448,0.005177742240988226,0.04403007008230235,0.00024138149935651584,-0.0035170396284899194,0.00016854894456108392,-0.00019233786686944778,0.0734059026530106,0.01150252238182325,0.03190090003703852,-0.020584574355653817,0.005072352419242807,-0.03096443980151512,0.005856085938307851,0.042906070179797716,0.0029742270298702992,0.011349620118006944
2,1.0149480570955696,1.0235497474221482,1.2486432431386558,0.8529481065660395,0.7042992080858766,1.035066083619229,0.5756966941055633,0.6692135337995802,1.3039009286958967,0.6295658502974681,1.2211414113959012,1.406951665422218,0.9909359129698028,0.5200090641759684,1.4075521688222796,0.8502668003969517,1.2419009967647852,0.5338514465657528,1.0629715996129616,1.3326949425705767,0.0,1.3006502664341854e-06,0.0,0.1895766611868458,0.4265821052476327,0.11031313073888124,0.4579251862439067,0.08670488781514119,0.6418911854460696,0.26009415252319923,0.023805203746747102,0.019018915550540735,0.07485373995167957,0.14154976241822956,-0.0017718778163164767,0.027768319896190066,-0.020493649046846342,0.00579738816283282,0.06471429123138196,0.0004246971088398181,-0.0027194221148625058,0.0001906127548020298,-0.00021204454965124614,0.1624402006950209,0.028828363681936205,0.027795578343595743,-0.025227724046015605,0.015200950613529688,-0.0338032949179695,0.006993214985319371,0.018531555779375198,0.0072294286132264796,0.0062049188203857205
3,0.918473048264729,0.816317831119147,1.4543305570341682,0.9093752715779223,1.117734258090336,0.7260579753722148,0.8864597707445582,1.042482189255958,1.2796213709080597,0.8168874236293938,1.4190744405739344,1.117928428167803,0.8410252299172576,1.3092037187755965,0.6135786929382502,1.048208912940602,0.5416057426781771,1.3130399206899106,0.5913679049262692,0.7985282266115133,0.0,5.518450741285536e-07,0.0,0.18482036043932865,0.4044181398287361,0.0734596316901802,0.3308387960356546,0.135863801069274,0.8512485355635,0.1590145239968416,0.016648220105863,0.020496292673287692,0.03513030731285648,0.12644571693181342,-0.003325533418577937,0.04906234299373697,-0.016265085689673893,0.0034000527757246783,0.04248788445945836,0.0004409895868266318,-0.0039188487262303085,0.00030998483704808337,-0.000324714100738919,0.09731149500350504,0.016678296620001597,0.026285192440498463,-0.03766841946837314,0.006997072377499327,-0.01321818883066723,0.005221600974798987,0.02710939566647381,0.003268090641065104,0.008777672414791663
4,0.5142751588452937,1.2221660899405737,1.4688181927840207,0.7585572904839175,0.7676398579863605,1.0895308028637851,1.1847620304715825,0.9796369155533341,1.3185867022721753,0.7491344416436446,1.435963011742622,1.235431976673531,0.5655059489112991,0.9844570947908134,0.7370396683215482,1.4979845084928822,0.5124923734250519,1.4372005326923496,1.4931753839326234,1.0032254431841816,0.0,1.3443217746963216e-06,0.0,0.23626831471761384,0.304156420506914,0.05512341421860644,0.6909478319745802,0.09790331790941513,1.0182442229248512,0.162664387287078,0.013282624229450875,0.008408851882443625,0.07955537485872023,0.05608263060833029,-0.003616484924009682,0.04995300204117254,-0.007709865874642292,0.003061607872940516,0.061943488881972875,0.00029131212738157215,-0.0029114678398939223,0.00031231597393826475,-0.00033033981494692957,0.13945086761017675,0.03128673614151521,0.022379398463541395,-0.034612991644498346,0.007446958920585394,-0.03072170541373054,0.009382747247519153,0.04636274156450805,0.004103137224598402,0.013280867974896797
5,0.6539227588034985,1.1809251063568746,1.3099516784205272,1.2587253949600978,0.6266835589051004,0.7307135098107281,1.0038595863565125,1.1601519443191517,1.224061749017964,1.1905289395859322,1.011790624605907,0.9188963922252295,0.5981896668238561,0.7229666302109335,0.6820059823987019,1.1882188610616433,1.2194088797418945,0.605717823004214,0.9948708016952497,0.5483761632595759,0.0,1.4688169583371663e-06,0.0,0.2519281800029324,0.5351437559004406,0.06867132252168856,0.5259577131366896,0.13335677782481611,0.5245785765726231,0.3310927099319395,0.029806074713815075,0.010385332557656252,0.04029223861728568,0.14199622954557853,-0.0021217866375797916,0.023916030522638854,-0.013388851210542686,0.006449087741309235,0.045952071798364684,0.00032698762332669456,-0.003601992271346196,0.000185920025936555,0.00019934205360937568,0.11126590430462047,0.024550020941614223,0.02611316901460598,-0.021159140062450232,0.010340200467651566,-0.02047604467362038,0.010459546441080126,0.04841132953710934,0.006437933087835105,0.013559634428855407
6,0.6440199090142388,0.8088939650299556,1.6264451896000551,1.4177093825007538,1.386220505955111,1.3858309806914626,0.859058879242404,1.353021736062946,0.8122388083941277,1.092993261097456,1.1524306638063093,0.8166310377774555,0.7704525063743625,1.1788785585019796,1.0803772834982308,0.6447857531772421,0.6271175744520644,0.5483767660493164,0.7291813008881205,0.7940232625372305,0.0,8.830897293158474e-07,0.0,0.33166796709015733,0.4084347793707444,0.052774495027147615,0.7932694399851785,0.06081086646479885,0.4737894456993121,0.19521052093622387,0.02938233616769715,0.01888350986166467,0.07575106854108363,0.05102551162829123,-0.001965604420684288,0.02091260463933002,-0.017631585696613532,0.004897640903042446,0.04066452596039662,0.0002825615516004175,-0.002767037917274422,0.0004680905562014191,-0.000442703435236439,0.12613611778047323,0.026413591077337442,0.03985210538325859,-0.021300827199917848,0.01430327644048894,-0.02550837347893117,0.012073430033903293,0.05006351876443651,0.0029066114313623906,0.009781171128249876
7,1.439904703104885,1.4667425411943464,0.9055125607212234,1.064106257611162,0.8853723466143817,1.032253652664466,1.2872195415690388,1.479667114438681,1.2384088444299017,0.9725234542352719,1.12427449676348,1.331083253994418,0.6542875817198297,1.4585793874483712,0.9997906155661291,0.5133430752365743,0.9014578717229507,0.7134900464262887,1.2520062596782109,1.2524478411806959,0.0,5.108392628368599e-07,0.0,0.1438205919984688,0.26635929805404657,0.11356748329969944,0.44101417519338654,0.08780234050755857,0.36729353688738114,0.2206921609345504,0.01352099644270255,0.01800514859456488,0.06603083040757704,0.06347265736008813,-0.001436290105841028,0.036148376718928385,-0.008987652381456249,0.004467736130896163,0.029247925755718024,0.0004742100278112429,-0.0035458297639764276,0.0002422826359585502,-0.0003132742371051321,0.1528772009906092,0.01863307993812504,0.04010838189881807,-0.023451545211627556,0.005858313705840289,-0.01762420687183505,0.008777734758699033,0.019989923705876062,0.0049487761914663204,0.008821777462002044
8,1.1102401475635457,0.695558208334883,1.36425682408283,0.7819734964659921,0.8132396808632782,0.8973670716468362,1.1467294712434324,1.3773010170120612,1.0856820778110745,1.3192235617941823,0.5145390449752405,1.0262185242232722,1.2924914253292106,1.4648548851537666,0.9637113859414157,1.4430940213103503,1.1178842193690373,0.6752825755433869,1.135958854407329,1.0077497806714641,0.0,1.4698627255420546e-06,0.0,0.22431235741881317,0.5795906067458164,0.05039108562916031,0.47098374669430126,0.08766095410989976,0.6970047604498493,0.2673087042994053,0.015552290351690706,0.008445340834246575,0.07464032334116802,0.1012120797886623,-0.002801871293058524,0.04542568183460964,-0.019764432463203318,0.0024572730737652177,0.04323121574448134,0.0003312109439091943,-0.004053227795156765,0.0002460789503813715,-6.793431144457174e-05,0.06118855177387873,0.020948714162961603,0.04094219013821795,-0.024051625445210216,0.005790308582197649,-0.03150282112333445,0.00997598286139825,0.03669960024466534,0.0030357824195352853,0.011418202501261252
9,0.718183535316493,0.8617292892780428,0.5724297509594485,1.4502776343677635,1.170082724071372,1.3455907221750993,1.241442863431292,0.5125378405242133,0.8859614395849078,1.2708984526070766,1.1150735458921313,0.8403057942151467,1.0998804691643436,1.1777217260130213,1.1943273250365998,0.6510974649274056,0.5383854688781933,1.0492071783388006,0.9520564137764869,0.7529428551285235,0.0,1.2731394535825302e-06,0.0,0.16688005577805035,0.43789372183831277,0.12560293758349883,0.5102568239980307,0.14416236228319082,0.4232533249259353,0.26274262622062816,0.028328783495002913,0.008233051483155026,0.050374774182487446,0.08967787913631126,-0.003293248523778558,0.04688746329370619,-0.018233077346242067,0.0051903761512354625,0.05331601618111754,0.00046188638193765934,-0.0045011320792907915,0.0005202503235178852,-0.00028792508952723634,0.1594337304753679,0.026010264588117952,0.029973696677280327,-0.03213422717094829,0.011096187976813962,-0.0160913262240178,0.006416609032912347,0.04623250930970327,0.0027880632896662913,0.006648367665764026
10,0.6248874569639083,0.9202562797769379,0.5176566001634147,1.4014446461724201,0.9900955635006142,0.7035457015103416,1.3697919298716545,1.2810743331635925,0.6761877200563258,1.1015722962220136,0.9332716890145607,1.0457882319216236,1.254861705956945,1.2998432194168337,0.9100441613743143,0.965332341694236,0.8441773691139083,0.8123263038256863,0.9540426596749999,1.445499117550686,0.0,7.555259792989704e-07,0.0,0.25366370114117326,0.5768065373246964,0.061277234121033315,0.7602401719496384,0.1268926722279377,0.3630275651622163,0.21140981847145726,0.01761065784421175,0.016730229765199858,0.03238298774610754,0.10299922828408169,-0.0023350159815932253,0.03579497716391509,-0.020164750584776184,0.003523107013119492,0.04732526466670482,0.0002800146259296477,-0.0016833786530860851,0.0002087220483607404,-0.00023538558645817202,0.11576013117931301,0.02242590093152403,0.024864362700255487,-0.015764986311204734,0.0065512226899487255,-0.025874916718669,0.007741049950159653,0.040301197820121766,0.0063420129554562854,0.012996213747150754
11,1.336729387598012,0.5350851302141373,0.5038198255698033,0.7443853557593549,1.2765148280249219,0.7042244966565103,0.7811402219714613,0.5844862086953596,1.2669533658634167,1.4698843692563774,1.3497606652985834,0.725949334718426,1.0712560869448673,0.5832290193010887,1.2482644749531753,1.2219671236422902,1.0170500537449265,1.273096978095717,0.7395941391018049,1.206067602607885,0.0,6.709390470568565e-07,0.0,0.34167057480239066,0.2265941998557908,0.053906607558745094,0.7476959014992224,0.12677182294870892,0.4018414270231275,0.28372924150525,0.017212783754493338,0.015217481451517169,0.0724031828527593,0.06393566313352282,-0.002605482948619424,0.03143313485240799,-0.017475415504734703,0.0046468580736028445,0.0338127780397884,0.0002186937481073487,-0.0016555457910635669,0.0005354970990452776,-0.0006058067270113121,0.09477664412695488,0.021214651634448405,0.024714252155358253,-0.013737561119381084,0.013533410881809382,-0.024853453502794033,0.013817386906366722,0.026231693311670207,0.002725965809299361,0.006566401335741596
12,0.6598635650769998,0.8117835161378123,1.4096910037479309,0.7295945297141109,1.1153028411662453,0.6611855130078251,0.8067319636256282,0.5491427004833778,0.5745602313217422,1.2198807438733077,0.7477103163234639,0.6155373275520524,0.5042791581944818,1.468021852634643,0.6400677762171387,0.6903879484137723,1.21164528860856,1.0003536366874874,0.6905124648584308,0.8674872720317819,0.0,1.0035030839194937e-06,0.0,0.2123728113279535,0.23002070156567456,0.060171295625366154,0.7882554849871936,0.14695276567404333,0.44608652398142107,0.24615620887032838,0.02215095244057017,0.020488987048176147,0.045314808535268154,0.08812092917256903,-0.0017191534017275492,0.03135367915123919,-0.019352717037815177,0.00704474793796578,0.04177518449163517,0.00016656764443739766,-0.00360706917468225,0.00039415353512697773,3.952135265192284e-05,0.16411434474079,0.02897496104888593,0.031284117085133685,-0.02224459390192699,0.015351966461894299,-0.020185595058658835,0.012850793304527512,0.03364749207117538,0.004529622820960363,0.004516325917223522
13,0.7989786742339496,1.459403966347303,0.712254547237031,1.183265434018566,0.6046453856353948,0.798566467719967,1.0151469223937801,1.443492340352237,1.4910441213288503,1.3787659508022119,0.928855295608631,0.5152674809582364,0.6725773550243378,0.6028137088318478,1.0041699776141981,0.8131452781745963,1.074234505241876,0.8447911329426283,1.263293868040529,1.3863356757295846,0.0,1.1501826803430734e-06,0.0,0.21882859267196147,0.19612758095103766,0.12120851261617137,0.39724350926750457,0.12116276255940034,0.49002381849947974,0.3276417518884717,0.011269983900259524,0.019333207439457246,0.0457277181454207,0.08495295245270167,-0.0024607312564997874,0.029628052489561366,-0.015390928416487764,0.003887135165731788,0.04913748645906072,0.00016744723240261472,-0.0035389946813423187,0.0002819460001408344,-0.0002971661861787645,0.14023404744647155,0.03057276106942478,0.022427954647888812,-0.019199895884187385,0.0073001461492478315,-0.030168736987488155,0.007982179749267076,0.026234017783653824,0.0065203259380169675,0.011377629362479035
14,1.436085049125324,1.3872746220771046,1.1263501259688031,1.4649602857635293,1.063802226163332,0.5467652851634678,1.4585299506841545,0.9701467067695523,0.7152556057660177,0.9148434005884915,0.7328814415767709,1.302997749838572,0.6839713093018693,1.217255856553218,0.850986015178831,1.3653661324682473,1.3404575634861848,0.6939480428248209,1.4398990220994392,1.3501477259035077,0.0,1.4224714865080743e-06,0.0,0.24012871537995317,0.25816850234572786,0.1213402762165478,0.3628198673471568,0.10196521202658976,1.0138871535060152,0.306408548131772,0.02484628617729486,0.011706587322306203,0.030524370521003083,0.11395402272694759,-0.0018060829920195916,0.03739580746903383,-0.011807584164654416,0.0033902672228506236,0.03208245121331363,0.0002484382554909656,-0.0025036187354853,0.0004037397195964145,-0.00029771007400904685,0.15333903002977514,0.015755472829179173,0.019775584019665792,-0.028524241392217636,0.014596549487557406,-0.02283070905201481,0.006926390936083227,0.04732390585380461,0.007479923993859199,0.00865981179914545
